,ScripCode,TradingSymbol,Description,InstrumentType
828,6606,EQUAL50ADD-EQ,DSPAMC - DSPNEWETF,0
829,3553,EQUIPPP-BE,EQUIPPP SOC IMP TECH LTD,0
830,913,EQUITASBNK-EQ,EQUITAS SMALL FIN BNK LTD,0
831,21154,ERIS-EQ,ERIS LIFESCIENCES LIMITED,0
832,955,ESABINDIA-EQ,ESAB INDIA LTD,0
833,19878,ESAFSFB-EQ,ESAF SMALL FINANCE BANK L,0
834,22767,ESCONET-ST,ESCONET TECHNOLOGIES LTD,0
835,958,ESCORTS-EQ,ESCORTS KUBOTA LIMITED,0
836,17084,ESFL-SM,ESSEN SPECIALITY FILMS L,0
837,1200,ESG-EQ,MIRAEAMC - MAESGETF,0
838,20257,ESILVER-EQ,EDELAMC - ESILVER,0
839,24681,ESPRIT-ST,ESPRIT STONES LIMITED,0
840,25638,ESSARSHPNG-BE,ESSAR SHIPPING LTD,0
841,30327,ESSENTIA-BE,INTEGRA ESSENTIA LIMITED,0
842,24265,ESTER-EQ,ESTER INDUSTRIES LTD,0
843,9750,ETHOSLTD-EQ,ETHOS LIMITED,0
844,27629,ETML-SM,EMERALD TYRE MANUF LTD,0
845,25162,EUREKAFORB-EQ,EUREKA FORBES LIMITED,0
846,7331,EUROBOND-SM,EURO PANEL PRODUCTS LTD,0
847,8886,EUROTEXIND-BE,EUROTEX IND & EXPORTS LTD,0
848,11782,EVEREADY-EQ,EVEREADY INDS. IND.  LTD.,0
849,993,EVERESTIND-EQ,EVEREST INDUSTRIES LTD,0
850,24461,EVINDIA-EQ,MIRAEAMC - EVINDIA,0
851,17380,EXCEL-BE,EXCEL REALTY N INFRA LTD,0
852,11471,EXCELINDUS-EQ,EXCEL INDUSTRIES LTD,0
853,25324,EXCELLENT-SM,EXCELLENT WIRES N PACK L,0
854,22947,EXICOM-EQ,EXICOM TELE SYSTEMS LTD,0
855,676,EXIDEIND-EQ,EXIDE INDUSTRIES LTD,0
856,17486,EXPLEOSOL-EQ,EXPLEO SOLUTIONS LIMITED,0
857,5352,EXXARO-EQ,EXXARO TILES LIMITED,0
858,1008,FACT-EQ,FACT LTD,0
859,1614,FAIRCHEMOR-EQ,FAIRCHEM ORGANICS LIMITED,0
860,24150,FALCONTECH-SM,FALCON TECHNOPROJ IND LTD,0
861,12000,FAZE3Q-EQ,FAZE THREE LIMITED,0
862,6198,FCL-EQ,FINEOTEX CHEMICAL LIMITED,0
863,11999,FCSSOFT-EQ,FCS SOFTWARE SOLN. LTD.,0
864,4898,FDC-EQ,FDC LIMITED,0
865,1023,FEDERALBNK-EQ,FEDERAL BANK LTD,0
866,20322,FEDFINA-EQ,FEDBANK FINANCIAL SER L,0
867,13812,FEL-BZ,FUTURE ENTERPRISES LTD,0
868,17006,FELDVR-BE,FUTURE ENTERPRISES LTD,0
869,576,FELIX-ST,FELIX INDUSTRIES LTD.,0
870,8159,FIBERWEB-EQ,FIBERWEB INDIA LIMITED,0
871,9861,FIDEL-ST,FIDEL SOFTECH LIMITED,0
872,13710,FIEMIND-EQ,FIEM INDUSTRIES LIMITED,0
873,24532,FILATEX-EQ,FILATEX INDIA LTD,0
874,23651,FILATFASH-BE,FILATEX FASHIONS LIMITED,0
875,1038,FINCABLES-EQ,FINOLEX CABLES LTD,0
876,3744,FINEORG-EQ,FINE ORGANIC IND. LTD.,0
877,12578,FINIETF-EQ,ICICIPRAMC-ICICIFIN,0
878,6579,FINOPB-EQ,FINO PAYMENTS BANK LTD,0
879,1041,FINPIPE-EQ,FINOLEX INDUSTRIES LTD,0
880,24814,FIRSTCRY-EQ,BRAINBEES SOLUTIONS LTD,0
881,12032,FIVESTAR-EQ,FIVE-STAR BUS FIN LTD,0
882,20372,FLAIR-EQ,FLAIR WRITING INDUST LTD,0
883,25516,FLEXITUFF-BE,FLEXITUFF VENTURES INT L,0
884,14868,FLFL-BZ,FUT LIFESTYLE FASH LTD,0
885,13750,FLUOROCHEM-EQ,GUJARAT FLUOROCHEM LTD,0
886,5306,FMCGIETF-EQ,ICICIPRAMC - ICICIFMCG,0
887,1190,FMGOETZE-EQ,FEDERAL-MOGUL GOETZE (IND,0
888,21021,FMNL-BE,FUTURE MKT NETWORKS LTD,0
889,7389,FOCE-ST,FOCE INDIA LIMITED,0
890,6836,FOCUS-EQ,FOCUS LIGHTG & FIXTRS LTD,0
891,22517,FONEBOX-SM,FONEBOX RETAIL LIMITED,0
892,6673,FOODSIN-EQ,FOODS & INNS LIMITED,0
893,24917,FORCAS-ST,FORCAS STUDIO LIMITED,0
894,11573,FORCEMOT-EQ,FORCE MOTORS LIMITED,0
895,25664,FORGEAUTO-SM,FORGE AUTO INTERNATION L,0
896,14592,FORTIS-EQ,FORTIS HEALTHCARE LTD,0
897,1073,FOSECOIND-EQ,FOSECO INDIA LTD,0
898,25871,FRESHARA-ST,FRESHARA AGRO EXPORTS LTD,0
899,11501,FROG-SM,FROG CELLSAT LIMITED,0
900,14304,FSL-EQ,FIRSTSOURCE SOLU. LTD.,0
901,11932,FUSION-EQ,FUSION FINANCE LIMITED,0
902,1085,GABRIEL-EQ,GABRIEL INDIA LTD,0
903,8828,GAEL-EQ,GUJARAT AMBUJA EXPORTS LT,0
904,4717,GAIL-EQ,GAIL (INDIA) LTD,0
905,25247,GAJANAND-ST,GAJANAND INTERNATIONAL L,0
906,25134,GALAPREC-EQ,GALA PRECISION ENG LTD,0
907,1315,GALAXYSURF-EQ,GALAXY SURFACTANTS LTD,0
908,13337,GALLANTT-EQ,GALLANTT ISPAT LIMITED,0
909,20303,GANDHAR-EQ,GANDHAR OIL REFINE IND L,0
910,14116,GANDHITUBE-EQ,GANDHI SPL. TUBES LTD,0
911,6944,GANECOS-EQ,GANESHA ECOSPHERE LIMITED,0
912,5614,GANESHBE-EQ,GANESH BENZOPLAST LIMITED,0
913,14339,GANESHHOUC-EQ,GANESH HOUSING CORP LTD,0
914,27339,GANESHIN-SM,GANESH INFRAWORLD LIMITED,0
915,4957,GANGAFORGE-EQ,GANGA FORGING LIMITED,0
916,21399,GANGESSECU-EQ,GANGES SECURITIES LIMITED,0
917,1100,GARFIBRES-EQ,GARWARE TECH FIBRES LTD,0
918,25800,GARUDA-EQ,GARUDA CONSTRUCT N ENG L,0
919,18018,GATECH-BE,GACM TECHNOLOGIES LIMITED,0
920,27,GATECHDVR-BE,GACM TECHNOLOGIES LIMITED,0
921,8510,GATEWAY-EQ,GATEWAY DISTRIPARKS LTD,0
922,19675,GAYAPROJ-BZ,GAYATRI PROJECTS LTD,0
923,13658,GEECEE-EQ,GEECEE VENTURES LIMITED,0
924,17922,GEEKAYWIRE-EQ,GEEKAY WIRES LIMITED,0
925,2188,GENCON-EQ,GENERIC ENG CONS PROJ LTD,0
926,10905,GENESYS-EQ,GENESYS INTL CORPN LTD,0
927,17010,GENSOL-EQ,GENSOL ENGINEERING LTD,0
928,6600,GENUSPAPER-EQ,GENUS P&B LIMITED,0
929,11905,GENUSPOWER-EQ,GENUS POWER INFRASTRU LTD,0
930,11896,GEOJITFSL-EQ,GEOJIT FINANCIAL SER L,0
931,7862,GEPIL-EQ,GE POWER INDIA LIMITED,0
932,13776,GESHIP-EQ,THE GE SHPG.LTD,0
933,1289,GFLLIMITED-EQ,GFL LIMITED,0
934,24439,GGBL-SM,GANESH GREEN BHARAT LTD,0
935,1127,GHCL-EQ,GHCL LIMITED,0
936,16696,GHCLTEXTIL-EQ,GHCL TEXTILES LIMITED,0
937,1139,GICHSGFIN-EQ,GIC HOUSING FINANCE LTD,0
938,18816,GICL-ST,GLOBE INTL CARRIERS LTD,0
939,277,GICRE-EQ,GENERAL INS CORP OF INDIA,0
940,17843,GILLANDERS-BE,GILLANDERS ARBUTHNOT LTD,0
941,1576,GILLETTE-EQ,GILLETTE INDIA LTD,0
942,3172,GILT5YBEES-EQ,RELCAPAMC - NETFGILT5Y,0
943,1142,GINNIFILA-EQ,GINNI FILAMENTS LTD,0
944,1145,GIPCL-EQ,GUJ IND POW CO. LTD,0
945,2366,GIRIRAJ-ST,GIRIRAJ CIVIL DEVP LTD,0
946,17357,GKWLIMITED-EQ,GKW LIMITED,0
947,1186,GLAND-EQ,GLAND PHARMA LIMITED,0
948,1153,GLAXO-EQ,GLAXOSMITHKLINE PHARMA LT,0
949,7406,GLENMARK-EQ,GLENMARK PHARMACEUTICALS,0
950,8412,GLFL-BE,GUJARAT LEASE FINANCING L,0
951,1415,GLOBAL-EQ,GLOBAL EDUCATION LIMITED,0
952,24934,GLOBALE-BE,GLOBALE TESSILE LIMITED,0
953,17167,GLOBALPET-SM,GLOBAL PET INDUSTRIES LTD,0
954,13739,GLOBALVECT-BE,GLOBAL VEC HELICORP LTD,0
955,393,GLOBE-EQ,GLOBE TEXTILES (I) LTD.,0
956,29214,GLOBE-RE1-BE,GLOBE TEXTILES LTD,0
957,17424,GLOBUSSPR-EQ,GLOBUS SPIRITS LTD,0
958,23590,GLOSTERLTD-EQ,GLOSTER LIMITED,0
959,1168,GMBREW-EQ,G M BREWERIES LTD,0
960,5204,GMDCLTD-EQ,GUJARAT MINERAL DEV CORP,0
961,1570,GMMPFAUDLR-EQ,GMM PFAUDLER LIMITED,0
962,13528,GMRAIRPORT-EQ,GMR AIRPORTS LIMITED,0
963,8529,GMRP&UI-EQ,GMR POW AND URBAN INFRA L,0
964,18571,GNA-EQ,GNA AXLES LIMITED,0
965,1174,GNFC-EQ,GUJ NAR VAL FER & CHEM L,0
966,14687,GOACARBON-EQ,GOA CARBON LIMITED,0
967,3963,GOCLCORP-EQ,GOCL CORPORATION LIMITED,0
968,6964,GOCOLORS-EQ,GO FASHION INDIA LTD,0
969,25941,GODAVARIB-EQ,GODAVARI BIOREFINERIES L,0
970,1181,GODFRYPHLP-EQ,GODFREY PHILLIPS INDIA LT,0
971,1610,GODHA-BE,GODHA CABCON INSULAT LTD,0
972,23799,GODIGIT-EQ,GO DIGIT GENERAL INS LTD,0
973,144,GODREJAGRO-EQ,GODREJ AGROVET LIMITED,0
974,10099,GODREJCP-EQ,GODREJ CONSUMER PRODUCTS,0
975,10925,GODREJIND-EQ,GODREJ INDUSTRIES LTD,0
976,17875,GODREJPROP-EQ,GODREJ PROPERTIES LTD,0
977,11778,GOKEX-EQ,GOKALDAS EXPORTS LTD.,0
978,16709,GOKUL-BE,GOKUL REFOILS & SOLV LTD,0
979,14480,GOKULAGRO-EQ,GOKUL AGRO RESOURCES LTD,0
980,14858,GOLD1-EQ,KOTAK GOLD ETF,0
981,14428,GOLDBEES-EQ,NIP IND ETF GOLD BEES,0
982,22901,GOLDCASE-EQ,ZERODHAAMC - GOLDCASE,0
983,11619,GOLDENTOBC-BZ,GOLDEN TOBACCO LIMITED,0
984,14286,GOLDETF-EQ,MIRAEAMC - MAGOLDETF,0
985,15356,GOLDETFADD-EQ,DSPAMC - DSPGOLDETF,0
986,11971,GOLDIAM-EQ,GOLDIAM INTERNATIONAL LTD,0
987,19679,GOLDIETF-EQ,ICICI PRUDENTIAL GOLD ETF,0
988,13701,GOLDKART-ST,GOLDKART JEWELS LIMITED,0
989,14535,GOLDSHARE-EQ,UTI GOLD ETF,0
990,1,GOLDSTAR-SM,GOLDSTAR POWER LIMITED,0
991,9878,GOLDTECH-BE,AION-TECH SOLUTIONS LTD,0
992,6125,GOODLUCK-EQ,GOODLUCK INDIA LIMITED,0
993,23066,GOPAL-EQ,GOPAL SNACKS LIMITED,0
994,11787,GOYALALUM-EQ,GOYAL ALUMINIUMS LIMITED,0
995,19356,GOYALSALT-SM,GOYAL SALT LIMITED,0
996,24113,GPECO-ST,GP ECO SOLUTIONS INDIA L,0
997,13409,GPIL-EQ,GODAWARI POW & ISP LTD,0
998,19731,GPPL-EQ,GUJARAT PIPAVAV PORT LTD,0
999,22846,GPTHEALTH-EQ,GPT HEALTHCARE LIMITED,0
1000,17685,GPTINFRA-EQ,GPT INFRAPROJECTS LTD,0
1001,11872,GRANULES-EQ,GRANULES INDIA LIMITED,0
1002,20464,GRAPHISAD-ST,GRAPHISADS LIMITED,0
1003,592,GRAPHITE-EQ,GRAPHITE INDIA LTD,0
1004,1232,GRASIM-EQ,GRASIM INDUSTRIES LTD,0
1005,20534,GRAVITA-EQ,GRAVITA INDIA LIMITED,0
1006,14052,GRCL-SM,GAYATRI RUBB AND CHEM LTD,0
1007,1235,GREAVESCOT-EQ,GREAVES COTTON LTD.,0
1008,17092,GREENCHEF-SM,GREENCHEF APPLIANCES LTD,0
1009,6848,GREENLAM-EQ,GREENLAM INDUSTRIES LTD.,0
1010,13810,GREENPANEL-EQ,GREENPANEL INDUSTRIES LTD,0
1011,3987,GREENPLY-EQ,GREENPLY INDUSTRIES LTD,0
1012,20110,GREENPOWER-EQ,ORIENT GREEN POWER CO LTD,0
1013,18742,GRETEX-ST,GRETEX INDUSTRIES LTD.,0
1014,13560,GRINDWELL-EQ,GRINDWELL NORTON LIMITED,0
1015,5054,GRINFRA-EQ,G R INFRAPROJECTS LIMITED,0
1016,10871,GRMOVER-EQ,GRM OVERSEAS LIMITED,0
1017,17770,GROBTEA-EQ,THE GROB TEA COMPANY LTD,0
1018,25758,GROWWDEFNC-EQ,GROWWAMC - GROWWDEFNC,0
1019,24798,GROWWEV-EQ,GROWWAMC - GROWWEV,0
1020,25872,GROWWGOLD-EQ,GROWWAMC - GROWWGOLD,0
1021,25447,GROWWLIQID-EQ,GROWWAMC - GROWWLIQID,0
1022,6543,GRPLTD-EQ,GRP LIMITED,0
1023,5475,GRSE-EQ,GARDEN REACH SHIP&ENG LTD,0
1024,7982,GRWRHITECH-EQ,GARWARE HI-TECH FILMS LTD,0
1025,24847,GSEC10ABSL-EQ,BIRLASLAMC - GSEC10ABSL,0
1026,13143,GSEC10IETF-EQ,ICICIPRAMC - ICICI10GS,0
1027,14938,GSEC10YEAR-EQ,MIRAEAMC - MAGS813ETF,0
1028,8342,GSEC5IETF-EQ,ICICIPRAMC - ICICI5GSEC,0
1029,1247,GSFC-EQ,GUJ STATE FERT & CHEM LTD,0
1030,14599,GSLSU-EQ,GLOBAL SURFACES LIMITED,0
1031,23891,GSMFOILS-ST,GSM FOILS LIMITED,0
1032,13197,GSPL-EQ,GUJARAT STATE PETRO LTD,0
1033,15347,GSS-EQ,GSS INFOTECH LIMITED,0
1034,9768,GSTL-ST,GLOBESECURE TECHNO LTD,0
1035,1135,GTECJAINX-BE,G-TEC JAINX EDUCATION LTD,0
1036,1162,GTL-EQ,GTL LTD,0
1037,13745,GTLINFRA-EQ,GTL INFRA.LTD,0
1038,21195,GTPL-EQ,GTPL HATHWAY LIMITED,0
1039,11606,GUFICBIO-EQ,GUFIC BIOSCIENCES LTD.,0
1040,1267,GUJALKALI-EQ,GUJARAT ALKALIES & CHEM,0
1041,14677,GUJAPOLLO-EQ,GUJ. APOLLO IND. LTD.,0
1042,10599,GUJGASLTD-EQ,GUJARAT GAS LIMITED,0
1043,10097,GUJRAFFIA-BE,GUJARAT RAFFIA INDUST LTD,0
1044,4391,GULFOILLUB-EQ,GULF OIL LUB. IND. LTD.,0
1045,11581,GULFPETRO-EQ,GP PETROLEUMS LIMITED,0
1046,6286,GULPOLY-EQ,GULSHAN POLYOLS LIMITED,0
1047,13229,GVKPIL-BE,GVK POW. & INFRA LTD.,0
1048,10865,GVPTECH-EQ,GVP INFOTECH LIMITED,0
1049,16783,GVT&D-EQ,GE VERNOVA T&D INDIA LTD,0
1050,2303,HAL-EQ,HINDUSTAN AERONAUTICS LTD,0
1051,48,HAPPSTMNDS-EQ,HAPPIEST MINDS TECHNO LTD,0
1052,20854,HAPPYFORGE-EQ,HAPPY FORGINGS LIMITED,0
1053,8964,HARDWYN-BE,HARDWYN INDIA LIMITED,0
1054,8968,HARIOMPIPE-EQ,HARIOM PIPE INDUSTRIES L,0
1055,1313,HARRMALAYA-EQ,HARRISON MALAYALAM LTD,0
1056,11162,HARSHA-EQ,HARSHA ENGINEERS INT LTD,0
1057,18154,HATHWAY-EQ,HATHWAY CABLE & DATACOM,0
1058,3892,HATSUN-EQ,HATSUN AGRO PRODUCT LTD.,0
1059,9819,HAVELLS-EQ,HAVELLS INDIA LIMITED,0
1060,7457,HAVISHA-EQ,SRI HAVISHA HOSP & INFR L,0
1061,13966,HBLENGINE-EQ,HBL ENGINEERING LTD,0
1062,4116,HBSL-EQ,HB STOCKHOLDINGS LIMITED,0
1063,1375,HCC-EQ,HINDUSTAN CONSTRUCTION CO,0
1064,15555,HCG-EQ,HEALTHCARE GLOB. ENT. LTD,0
1065,1327,HCL-INSYS-EQ,HCL INFOSYSTEMS LTD,0
1066,7229,HCLTECH-EQ,HCL TECHNOLOGIES LTD,0
1067,4244,HDFCAMC-EQ,HDFC AMC LIMITED,0
1068,1333,HDFCBANK-EQ,HDFC BANK LTD,0
1069,14230,HDFCBSE500-EQ,HDFCAMC - HDFCBSE500,0
1070,19543,HDFCGOLD-EQ,HDFC GOLD ETF,0
1071,11241,HDFCGROWTH-EQ,HDFCAMC - HDFCGROWTH,0
1072,467,HDFCLIFE-EQ,HDFC LIFE INS CO LTD,0
1073,18279,HDFCLIQUID-EQ,HDFCAMC - HDFCLIQUID,0
1074,11547,HDFCLOWVOL-EQ,HDFCAMC - HDFCLOWVOL,0
1075,14236,HDFCMID150-EQ,HDFCAMC - HDFCMID150,0
1076,11538,HDFCMOMENT-EQ,HDFCAMC - HDFCMOMENT,0
1077,10619,HDFCNEXT50-EQ,HDFCAMC - HDFCNEXT50,0
1078,10633,HDFCNIF100-EQ,HDFCAMC - HDFCNIF100,0
1079,22433,HDFCNIFBAN-EQ,HDFCAMC - HDFCNIFBAN,0
1080,12101,HDFCNIFIT-EQ,HDFCAMC - HDFCNIFIT,0
1081,11591,HDFCNIFTY-EQ,HDFCAMC - HDFCNIFTY,0
1082,22595,HDFCPSUBK-EQ,HDFCAMC HDFCPSUBK,0
1083,12108,HDFCPVTBAN-EQ,HDFCAMC - HDFCPVTBAN,0
1084,11255,HDFCQUAL-EQ,HDFCAMC - HDFCQUAL,0
1085,11593,HDFCSENSEX-EQ,HDFCAMC - HDFCSENSEX,0
1086,10876,HDFCSILVER-EQ,HDFCAMC - HDFCSILVER,0
1087,14233,HDFCSML250-EQ,HDFCAMC - HDFCSML250,0
1088,11260,HDFCVALUE-EQ,HDFCAMC - HDFCVALUE,0
1089,17920,HDIL-BZ,HOUSING DEV & INFRA LTD,0
1090,19205,HEADSUP-EQ,HEADS UP VENTURES LIMITED,0
1091,22592,HEALTHADD-EQ,DSPAMC - HEALTHADD,0
1092,3626,HEALTHIETF-EQ,ICICIPRAMC - ICICIPHARM,0
1093,6297,HEALTHY-EQ,BIRLASLAMC - HEALTHY,0
1094,7429,HECPROJECT-BE,HEC INFRA PROJECTS LTD,0
1095,1336,HEG-EQ,HEG LTD,0
1096,2316,HEIDELBERG-EQ,HEIDELBERGCEMENT (I) LTD,0
1097,701,HEMIPROP-EQ,HEMISPHERE PROP IND LTD,0
1098,2614,HERANBA-EQ,HERANBA INDUSTRIES LTD,0
1099,15292,HERCULES-BE,HERCULES HOI. LTD.,0
1100,4598,HERITGFOOD-EQ,HERITAGE FOODS LTD,0
1101,1348,HEROMOTOCO-EQ,HERO MOTOCORP LIMITED,0
1102,7048,HESTERBIO-EQ,HESTER BIOSCIENCES LTD,0
1103,715,HEUBACHIND-EQ,HEUBACH COLORANTS IND LTD,0
1104,27008,HEXATRADEX-EQ,HEXA TRADEX LIMITED,0
1105,21951,HFCL-EQ,HFCL LIMITED,0
1106,1672,HGINFRA-EQ,H.G.INFRA ENGINEERING LTD,0
1107,14712,HGS-EQ,HINDUJA GLOBAL SOLS. LTD.,0
1108,10757,HIGHWAYS-IV,HIGHWAYS INFRA TRUST,0
1109,18804,HIGREEN-ST,HI GREEN CARBON LIMITED,0
1110,9668,HIKAL-EQ,HIKAL LIMITED,0
1111,1455,HIL-EQ,HIL LIMITED,0
1112,14627,HILTON-EQ,HILTON METAL FORGING LTD,0
1113,1360,HIMATSEIDE-EQ,HIMATSINGKA SEIDE LTD,0
1114,1363,HINDALCO-EQ,HINDALCO  INDUSTRIES  LTD,0
1115,1372,HINDCOMPOS-EQ,HINDUSTAN COMPOSITES LTD.,0
1116,4924,HINDCON-BE,HINDCON CHEMICALS LIMITED,0
1117,17939,HINDCOPPER-EQ,HINDUSTAN COPPER LTD,0
1118,21676,HINDMOTORS-EQ,HINDUSTAN MOTORS LIMITED,0
1119,17050,HINDNATGLS-BE,HIND NATL GLASS & IND LTD,0
1120,1403,HINDOILEXP-EQ,HINDUSTAN OIL EXPLORATION,0
1121,1406,HINDPETRO-EQ,HINDUSTAN PETROLEUM CORP,0
1122,1394,HINDUNILVR-EQ,HINDUSTAN UNILEVER LTD.,0
1123,15883,HINDWAREAP-EQ,HINDWARE HME INOVATON LTD,0
1124,1424,HINDZINC-EQ,HINDUSTAN ZINC LIMITED,0
1125,13890,HIRECT-EQ,HIND RECTIFIER LIMITED,0
1126,19322,HISARMETAL-EQ,HISAR METAL IND. LIMITED,0
1127,2868,HITECH-EQ,HI-TECH PIPES LIMITED,0
1128,15161,HITECHCORP-EQ,HITECH CORPORATION LTD,0
1129,8568,HITECHGEAR-BE,THE HI-TECH GEARS LIMITED,0
1130,2289,HLEGLAS-EQ,HLE GLASCOAT LIMITED,0
1131,1448,HLVLTD-EQ,HLV LIMITED,0
1132,17053,HMAAGRO-EQ,HMA AGRO INDUSTRIES LTD,0
1133,19698,HMT-BZ,HMT LTD -,0
1134,19211,HMVL-EQ,HINDUSTAN MEDIA VENT LTD,0
1135,12173,HNDFDS-EQ,HINDUSTAN FOODS LIMITED,0
1136,18284,HNGSNGBEES-EQ,NIP IND ETF HANGSENG BEES,0
1137,23826,HOACFOODS-ST,HOAC FOODS INDIA LIMITED,0
1138,18653,HOLMARC-ST,HOLMARC OPTO MECHATRO L,0
1139,2056,HOMEFIRST-EQ,HOME FIRST FIN CO IND LTD,0
1140,13526,HOMESFY-SM,HOMESFY REALTY LIMITED,0
1141,19813,HONASA-EQ,HONASA CONSUMER LIMITED,0
1142,3417,HONAUT-EQ,HONEYWELL AUTOMATION IND,0
1143,3138,HONDAPOWER-EQ,HONDA I POWER PRODUCT LTD,0
1144,13592,HOVS-EQ,HOV SERVICES LTD,0
1145,7376,HPAL-EQ,HP ADHESIVES LIMITED,0
1146,11796,HPIL-EQ,HINDPRAKASH INDUSTRY LTD,0
1147,18679,HPL-EQ,HPL ELECTRIC & POWER LTD,0
1148,21120,HRHNEXT-ST,HRH NEXT SERVICES LIMITED,0
1149,14334,HSCL-EQ,HIMADRI SPECIALITY CHEM L,0
1150,11979,HTMEDIA-EQ,HT MEDIA LIMITED,0
1151,14203,HUBTOWN-EQ,HUBTOWN LIMITED,0
1152,20825,HUDCO-EQ,HSG & URBAN DEV CORPN LTD,0
1153,2562,HUHTAMAKI-EQ,HUHTAMAKI INDIA LIMITED,0
1154,25711,HVAX-ST,HVAX TECHNOLOGIES LIMITED,0
1155,12814,HYBRIDFIN-BE,HYBRID FINANCIAL SERVICE,0
1156,25844,HYUNDAI-EQ,HYUNDAI MOTOR INDIA LTD,0
1157,21364,IBLFL-ST,IBL FINANCE LIMITED,0
1158,9610,ICDSLTD-BE,ICDSLTD,0
1159,489,ICEMAKE-EQ,ICE MAKE REFRIGERAT LTD,0
1160,522,ICICIB22-EQ,ICICIPRAMC - BHARATIWIN,0
1161,4963,ICICIBANK-EQ,ICICI BANK LTD.,0
1162,21770,ICICIGI-EQ,ICICI LOMBARD GIC LIMITED,0
1163,18652,ICICIPRULI-EQ,ICICI PRU LIFE INS CO LTD,0
1164,11987,ICIL-EQ,INDO COUNT INDUSTRIES LTD,0
1165,14523,ICRA-EQ,ICRA LIMITED,0
1166,1476,IDBI-EQ,IDBI BANK LIMITED,0
1167,14366,IDEA-EQ,VODAFONE IDEA LIMITED,0
1168,17140,IDEAFORGE-EQ,IDEAFORGE TECHNO LTD,0
1169,24950,IDEALTECHO-SM,IDEAL TECHNOPLAST IND LTD,0
1170,28590,IDENTICAL-ST,IDENTICAL BRAINS STUDIO L,0
1171,11184,IDFCFIRSTB-EQ,IDFC FIRST BANK LIMITED,0
1172,18783,IDFNIFTYET-EQ,BANDHANAMC - IDFNIFTYET,0
1173,13307,IEL-BE,INDIABULLS ENT LTD,0
1174,23789,IEML-SM,INDIAN EMULSIFIERS LTD,0
1175,220,IEX-EQ,INDIAN ENERGY EXC LTD,0
1176,1482,IFBAGRO-EQ,IFB AGRO INDUSTRIES LTD,0
1177,1485,IFBIND-EQ,IFB INDUSTRIES LTD,0
1178,1491,IFCI-EQ,IFCI LTD,0
1179,436,IFGLEXPOR-EQ,IFGL REFRACTORIES LIMITED,0
1180,634,IGARASHI-EQ,IGARASHI MOTORS INDIA LTD,0
1181,28378,IGIL-EQ,INTERNATIO GEMM INS (I) L,0
1182,11262,IGL-EQ,INDRAPRASTHA GAS LTD,0
1183,14086,IGPL-EQ,I G PETROCHEMICALS LTD,0
1184,11809,IIFL-EQ,IIFL FINANCE LIMITED,0
1185,13072,IIFLCAPS-EQ,IIFL CAPITAL SERVICES LTD,0
1186,19529,IITL-BE,INDUSTRIAL INV TRUST LTD,0
1187,16822,IKIO-EQ,IKIO LIGHTING LIMITED,0
1188,28125,IKS-EQ,INVENTURUS KNOWLEDGE SO L,0
1189,9380,IL&FSENGG-BZ,IL&FS ENG AND CONS CO LTD,0
1190,9381,IL&FSTRANS-BZ,IL&FS TRANS NET LTD,0
1191,7672,IMAGICAA-EQ,IMAGICAAWORLD ENT LTD,0
1192,19235,IMFA-EQ,INDIAN METALS & FERRO,0
1193,12009,IMPAL-EQ,IND MOTOR PART & ACC LTD,0
1194,25881,IMPEXFERRO-BZ,IMPEX FERRO TECH LIMITED,0
1195,17507,INCREDIBLE-EQ,INCREDIBLE INDUSTRIES LTD,0
1196,16933,INDBANK-EQ,INDBANK MERCH BANK,0
1197,23693,INDGN-EQ,INDEGENE LIMITED,0
1198,1512,INDHOTEL-EQ,THE INDIAN HOTELS CO. LTD,0
1199,1515,INDIACEM-EQ,THE INDIA CEMENTS LIMITED,0
1200,1521,INDIAGLYCO-EQ,INDIA GLYCOLS LTD,0
1201,10726,INDIAMART-EQ,INDIAMART INTERMESH LTD,0
1202,14309,INDIANB-EQ,INDIAN BANK,0
1203,4888,INDIANCARD-BE,INDIAN CARD,0
1204,1530,INDIANHUME-EQ,INDIAN HUME PIPE CO. LTD.,0
1205,20556,INDIASHLTR-EQ,INDIA SHELTER FIN CORP L,0
1206,21058,INDIFRA-SM,INDIFRA LIMITED,0
1207,11195,INDIGO-EQ,INTERGLOBE AVIATION LTD,0
1208,2048,INDIGOPNTS-EQ,INDIGO PAINTS LIMITED,0
1209,20988,INDIGRID-IV,INDIA GRID TRUST,0
1210,4747,INDNIPPON-EQ,INDIA NIPPON ELECT  LTD,0
1211,9116,INDOAMIN-EQ,INDO AMINES LIMITED,0
1212,8614,INDOBORAX-EQ,INDO BORAX & CHEMICAL LTD,0
1213,11677,INDOCO-EQ,INDOCO REMEDIES LTD.,0
1214,29025,INDOFARM-EQ,INDO FARM EQUIPMENT LTD,0
1215,10993,INDORAMA-EQ,INDO RAMA SYNTHETICS LTD,0
1216,3088,INDOSTAR-EQ,INDOSTAR CAPITAL FIN LTD,0
1217,13278,INDOTECH-BE,INDO TECH TRANSFORM LTD.,0
1218,25612,INDOTHAI-BE,INDO THAI SEC LTD,0
1219,25505,INDOUS-BE,INDO US BIOTECH LTD,0
1220,14952,INDOWIND-EQ,INDOWIND ENERGY LTD,0
1221,4751,INDRAMEDCO-EQ,INDRAPRASTHA MEDICAL CORP,0
1222,8706,INDSWFTLAB-BE,IND SWIFT LABORATORIES LT,0
