,ScripCode,TradingSymbol,Description,InstrumentType
2401,13634,SKYGOLD-BE,SKY GOLD LIMITED,0
2402,23692,SLONE-ST,SLONE INFOSYSTEMS LIMITED,0
2403,22832,SMALLCAP-EQ,MIRAEAMC - SMALLCAP,0
2404,9893,SMARTLINK-BE,SMARTLINK HOLDINGS LTD,0
2405,2320,SMCGLOBAL-EQ,SMC GLOBAL SECURITIES LTD,0
2406,3387,SMLISUZU-EQ,SML ISUZU LIMITED,0
2407,6843,SMLT-EQ,SARTHAK METALS LIMITED,0
2408,21555,SMSLIFE-BE,SMS LIFESCIENCES (I) LTD,0
2409,14329,SMSPHARMA-EQ,SMS PHARMACEUTICALS LTD.,0
2410,847,SMVD-SM,SMVD POLY PACK LIMITED,0
2411,4843,SNOWMAN-EQ,SNOWMAN LOGISTICS LTD.,0
2412,13826,SOBHA-EQ,SOBHA LIMITED,0
2413,8268,SOFTTECH-BE,SOFTTECH ENGINEERS LTD,0
2414,3672,SOLARA-EQ,SOLARA ACTIVE PHA SCI LTD,0
2415,24168,SOLARAPP-E1,SOLAR ACT RS.3.50 PPD UP,0
2416,13332,SOLARINDS-EQ,SOLAR INDUSTRIES (I) LTD,0
2417,1231,SOLEX-SM,SOLEX ENERGY LIMITED,0
2418,3880,SOMANYCERA-EQ,SOMANY CERAMICS LIMITED,0
2419,9104,SOMATEX-BE,SOMA TEXTILEI NDUSTRIES L,0
2420,17794,SOMICONVEY-EQ,SOMI CONVEYOR BELT. LTD.,0
2421,4684,SONACOMS-EQ,SONA BLW PRECISION FRGS L,0
2422,23055,SONAMAC-ST,SONA MACHINERY LIMITED,0
2423,8817,SONAMLTD-BE,SONAM LIMITED,0
2424,6596,SONATSOFTW-EQ,SONATA SOFTWARE LTD,0
2425,9463,SONUINFRA-ST,SONU INFRATECH LIMITED,0
2426,14993,SOTAC-SM,SOTAC PHARMACEUTICALS LTD,0
2427,3021,SOTL-EQ,SAVITA OIL TECHNOLO. LTD,0
2428,5948,SOUTHBANK-EQ,THE SOUTH INDIAN BANK LTD,0
2429,9678,SOUTHWEST-EQ,SOUTH WEST PINNACLE LTD,0
2430,18252,SPAL-EQ,S. P. APPARELS LIMITED,0
2431,11435,SPANDANA-EQ,SPANDANA SPHOORTY FIN LTD,0
2432,14788,SPARC-EQ,SUN PHARMA ADV.RES.CO.LTD,0
2433,19375,SPCENET-BE,SPACENET ENTERS IND LTD,0
2434,24252,SPCL-ST,SHIVALIC POWER CONTROL L,0
2435,27107,SPECIALITY-EQ,SPECIALITY REST LTD,0
2436,5060,SPECTRUM-SM,SPECTRUM ELECTRIC IND LTD,0
2437,16883,SPECTSTM-ST,SPECTRUM TALENT MGMT LTD,0
2438,8163,SPENCERS-EQ,SPENCER S RETAIL LIMITED,0
2439,3252,SPIC-EQ,SPIC LTD,0
2440,11935,SPLIL-EQ,SPL INDUSTRIES LIMITED,0
2441,9617,SPLPETRO-EQ,SUPREME PETROCHEM LIMITED,0
2442,7166,SPMLINFRA-BE,SPML INFRA LIMITED,0
2443,10733,SPORTKING-EQ,SPORTKING INDIA LIMITED,0
2444,25310,SPPPOLY-ST,SPP POLYMER LIMITED,0
2445,8527,SPRL-ST,SP REFRACTORIES LIMITED,0
2446,25740,SRD-BE,SHANKAR LAL RAMPAL LTD,0
2447,31837,SREEL-EQ,SREELEATHERS LIMITED,0
2448,3273,SRF-EQ,SRF LTD,0
2449,18119,SRGHFL-EQ,SRG HOUSING FINANCE L,0
2450,14582,SRHHYPOLTD-EQ,SREE RAYALSEEMA HHP LTD.,0
2451,14411,SRIVASAVI-SM,SRIVASAVI ADHESIVE TAPE L,0
2452,23403,SRM-BE,SRM CONTRACTORS LIMITED,0
2453,28635,SRPL-BZ,SHREE RAM PROTEINS LTD.,0
2454,24856,SSDL-EQ,SARASWATI SAREE DEPOT LTD,0
2455,24697,SSEGL-SM,SATHLOKHAR SYN E&C GLOB L,0
2456,18056,SSFL-SM,SRIVARI SPICES N FOODS L,0
2457,11829,SSWL-EQ,STEEL STRIPS WHEELS LTD.,0
2458,29205,STALLION-BE,STALLION IND FLUOROCHEM L,0
2459,24226,STANLEY-EQ,STANLEY LIFESTYLES LTD,0
2460,7374,STAR-EQ,STRIDES PHARMA SCI LTD,0
2461,21091,STARCEMENT-EQ,STAR CEMENT LIMITED,0
2462,7083,STARHEALTH-EQ,STAR HEALTH & AL INS CO L,0
2463,3291,STARPAPER-EQ,STAR PAPER MILLS LTD,0
2464,9305,STARTECK-EQ,STARTECK FINANCE LIMITED,0
2465,10948,STCINDIA-EQ,THE STATE TRADING CORPN,0
2466,6803,STEELCAS-EQ,STEELCAST LIMITED,0
2467,10406,STEELCITY-EQ,STEEL CITY SECURITIES LTD,0
2468,21339,STEELXIND-EQ,STEEL EXCHANGE INDIA LTD,0
2469,21484,STEL-EQ,STEL HOLDINGS LIMITED,0
2470,4299,STERTOOLS-EQ,STERLING TOOLS LIMITED,0
2471,9309,STLTECH-EQ,STERLITE TECHNOLOGIES LTD,0
2472,2107,STOVEKRAFT-EQ,STOVE KRAFT LIMITED,0
2473,5186,STYLAMIND-EQ,STYLAM INDUSTRIES LIMITED,0
2474,25114,STYLEBAAZA-EQ,BAAZAR STYLE RETAIL LTD,0
2475,19,STYRENIX-EQ,STYRENIX PERFORMANCE LTD,0
2476,967,SUBEXLTD-EQ,SUBEX LTD,0
2477,3324,SUBROS-EQ,SUBROS LIMITED,0
2478,3327,SUDARSCHEM-EQ,SUDARSHAN CHEMICAL INDS L,0
2479,11804,SUKHJITS-EQ,SUKHJIT STARCH & CHEM LTD,0
2480,13218,SULA-EQ,SULA VINEYARDS LIMITED,0
2481,17105,SUMICHEM-EQ,SUMITOMO CHEM INDIA LTD,0
2482,11141,SUMIT-BE,SUMIT WOODS LIMITED,0
2483,21275,SUMMITSEC-EQ,SUMMIT SECURITIES LTD,0
2484,20956,SUNCLAY-EQ,SUNDARAM CLAYTON LIMITED,0
2485,18931,SUNDARAM-EQ,SUNDARAM MULTI PAP LTD,0
2486,3339,SUNDARMFIN-EQ,SUNDARAM FINANCE LTD,0
2487,2183,SUNDARMHLD-EQ,SUNDARAM FINANCE HOLD LTD,0
2488,9848,SUNDRMBRAK-BE,SUNDARAMBRAKE LININGS LTD,0
2489,3345,SUNDRMFAST-EQ,SUNDRAM FASTENERS LTD,0
2490,7372,SUNFLAG-BE,SUNFLAG IRON AND STEEL CO,0
2491,24868,SUNLITE-SM,SUNLITE RECYCLING IND LTD,0
2492,3351,SUNPHARMA-EQ,SUN PHARMACEUTICAL IND L,0
2493,20213,SUNREST-SM,SUNREST LIFESCIENCE LTD,0
2494,17641,SUNTECK-EQ,SUNTECK REALTY LIMITED,0
2495,13404,SUNTV-EQ,SUN TV NETWORK LIMITED,0
2496,20616,SUPERHOUSE-EQ,SUPERHOUSE LIMITED,0
2497,8931,SUPERSPIN-BE,SUPER SPINNING MILLS LTD,0
2498,11689,SUPRAJIT-EQ,SUPRAJIT ENGINEERING LTD,0
2499,1401,SUPREMEENG-BE,SUPREME ENGINEERING LTD,0
2500,3363,SUPREMEIND-EQ,SUPREME INDUSTRIES LTD,0
2501,13419,SUPREMEINF-BZ,SUPREME INFRA. LTD,0
2502,21074,SUPREMEPWR-ST,SUPREME POWER EQUIPMENT L,0
2503,7390,SUPRIYA-EQ,SUPRIYA LIFESCIENCE LTD,0
2504,20822,SURAJEST-EQ,SURAJ ESTATE DEVELOPERS L,0
2505,24970,SURAJLTD-BE,SURAJ LIMITED,0
2506,27334,SURAKSHA-EQ,SURAKSHA DIAGNOSTIC LTD,0
2507,21077,SURANASOL-EQ,SURANA SOLAR LIMITED,0
2508,10700,SURANAT&P-EQ,SURANA TELECOM AND POW LT,0
2509,8524,SURANI-ST,SURANI STEEL TUBES LTD.,0
2510,11852,SURYALAXMI-EQ,SURYALAKSHMI COT MIL LTD,0
2511,3375,SURYAROSNI-EQ,SURYA ROSHNI LTD,0
2512,2970,SURYODAY-EQ,SURYODAY SMALL FIN BK LTD,0
2513,13801,SUTLEJTEX-EQ,SUTLEJ TEXT & INDUS LTD,0
2514,28646,SUULD-BZ,SUUMAYA INDUSTRIES LTD,0
2515,11233,SUVEN-EQ,SUVEN LIFE SCIENCES LTD,0
2516,17945,SUVENPHAR-EQ,SUVEN PHARMACEUTICALS LTD,0
2517,2998,SUVIDHAA-EQ,SUVIDHAA INFOSERVE LTD,0
2518,24851,SUYOG-EQ,SUYOG TELEMATICS LIMITED,0
2519,12018,SUZLON-EQ,SUZLON ENERGY LIMITED,0
2520,15126,SVLL-BE,SHREE VASU LOGISTICS LTD,0
2521,5023,SVPGLOB-BE,SVP GLOBAL TEXTILES LTD,0
2522,29164,SWANDEF-BE,SWAN DEFENCE N HEVY IND L,0
2523,27095,SWANENERGY-EQ,SWAN ENERGY LIMITED,0
2524,8608,SWARAJ-SM,SWARAJ SUITING LIMITED,0
2525,3384,SWARAJENG-EQ,SWARAJ ENGINES LTD,0
2526,11492,SWASTIK-SM,SWASTIK PIPE LIMITED,0
2527,11909,SWELECTES-EQ,SWELECT ENERGY SYS LTD,0
2528,27066,SWIGGY-EQ,SWIGGY LIMITED,0
2529,12489,SWSOLAR-EQ,STRLNG & WIL REN ENE LTD,0
2530,24267,SYLVANPLY-SM,SYLVAN PLYBOARD (INDIA) L,0
2531,24190,SYMPHONY-EQ,SYMPHONY LIMITED,0
2532,11992,SYNCOMF-EQ,SYNCOM FORMU (I) LTD,0
2533,10243,SYNGENE-EQ,SYNGENE INTERNATIONAL LTD,0
2534,17203,SYNOPTICS-SM,SYNOPTICS TECHNOLOGIES L,0
2535,10793,SYRMA-EQ,SYRMA SGS TECHNOLOGY LTD,0
2536,14506,SYSTANGO-SM,SYSTANGO TECHNOLOGIES LTD,0
2537,23441,TAC-ST,TAC INFOSEC LIMITED,0
2538,3396,TAINWALCHM-EQ,TAINWALA CHEMICAL AND PLA,0
2539,9354,TAJGVK-EQ,TAJ GVK HOTELS & RESORTS,0
2540,29209,TAKE-BZ,TAKE SOLUTIONS LTD,0
2541,13648,TALBROAUTO-EQ,TALBROS AUTO. COMP. LTD,0
2542,13976,TANLA-EQ,TANLA PLATFORMS LIMITED,0
2543,10986,TAPIFRUIT-SM,TAPI FRUIT PROCESSING LTD,0
2544,23514,TARACHAND-BE,TARA CHAND INFRA SOLN LTD,0
2545,18831,TARAPUR-BE,TARAPUR TRANSFORMERS LTD,0
2546,1581,TARC-EQ,TARC LIMITED,0
2547,15178,TARIL-BE,TRANS & RECTI. LTD,0
2548,14771,TARMAT-EQ,TARMAT LIMITED,0
2549,6943,TARSONS-EQ,TARSONS PRODUCTS LIMITED,0
2550,20092,TASTYBITE-EQ,TASTY BITE EATABLES LTD,0
2551,3405,TATACHEM-EQ,TATA CHEMICALS LTD,0
2552,3721,TATACOMM-EQ,TATA COMMUNICATIONS LTD,0
2553,3432,TATACONSUM-EQ,TATA CONSUMER PRODUCT LTD,0
2554,3411,TATAELXSI-EQ,TATA ELXSI LIMITED,0
2555,21401,TATAGOLD-EQ,TATAAML-TATAGOLD,0
2556,1621,TATAINVEST-EQ,TATA INVESTMENT CORP LTD,0
2557,3456,TATAMOTORS-EQ,TATA MOTORS LIMITED,0
2558,3426,TATAPOWER-EQ,TATA POWER CO LTD,0
2559,3499,TATASTEEL-EQ,TATA STEEL LIMITED,0
2560,20293,TATATECH-EQ,TATA TECHNOLOGIES LIMITED,0
2561,21428,TATSILV-EQ,TATAAML-TATSILV,0
2562,5162,TATVA-EQ,TATVA CHIN PHARM CHEM LTD,0
2563,24019,TBI-SM,TBI CORN LIMITED,0
2564,23740,TBOTEK-EQ,TBO TEK LIMITED,0
2565,27037,TBZ-EQ,TRIB BHIMJI ZAVERI LTD,0
2566,10580,TCI-EQ,TRANSPORT CORPN OF INDIA,0
2567,19223,TCIEXP-EQ,TCI EXPRESS LIMITED,0
2568,8722,TCIFINANCE-BE,TCIFINANCELTD-ROLL SETT,0
2569,22777,TCL-SM,THAAI CASTING LIMITED,0
2570,19501,TCLCONS-EQ,TANTIA CONSTRUCTIONS LTD,0
2571,184,TCPLPACK-EQ,TCPL PACKAGING LIMITED,0
2572,11536,TCS-EQ,TATA CONSULTANCY SERV LT,0
2573,25178,TDPOWERSYS-EQ,TD POWER SYSTEMS LTD.,0
2574,12716,TEAMLEASE-EQ,TEAMLEASE SERVICES LTD.,0
2575,6462,TECH-EQ,BIRLASLAMC - TECH,0
2576,25655,TECHERA-ST,TECHERA ENGINEER (IND) L,0
2577,21093,TECHLABS-ST,TRIDENT TECHLABS LIMITED,0
2578,13538,TECHM-EQ,TECH MAHINDRA LIMITED,0
2579,6445,TECHNOE-EQ,TECHNO ELEC & ENG CO. LTD,0
2580,3453,TECILCHEM-EQ,TECIL CHEMICALS,0
2581,7105,TEGA-EQ,TEGA INDUSTRIES LIMITED,0
2582,21131,TEJASNET-EQ,TEJAS NETWORKS LIMITED,0
2583,3280,TEMBO-BE,TEMBO GLOBAL IND LTD,0
2584,19296,TERASOFT-BE,TERA SOFTWARE LIMITED,0
2585,11549,TEXINFRA-EQ,TEXMACO INFRA & HOLDG LTD,0
2586,18214,TEXMOPIPES-EQ,TEXMO PIPE & PRODUCTS LTD,0
2587,21828,TEXRAIL-EQ,TEXMACO RAIL & ENG. LTD.,0
2588,3466,TFCILTD-EQ,TOURISM FINANCE CORP. OF,0
2589,14323,TFL-BE,TRANSWARRANTY FIN. LTD.,0
2590,14607,TGBHOTELS-EQ,TGB BANQUETS&HOTELS LTD,0
2591,23530,TGL-ST,TEERTH GOPICON LIMITED,0
2592,18118,THANGAMAYL-EQ,THANGAMAYIL JEWELLERY LTD,0
2593,21427,THEINVEST-EQ,THE INVEST TRUST OF IND L,0
2594,19279,THEJO-EQ,THEJO ENGINEERING LIMITED,0
2595,14485,THEMISMED-EQ,THEMIS MEDICARE LTD.,0
2596,3475,THERMAX-EQ,THERMAX LTD,0
2597,25651,THESL-ST,THINKING HATS ENTER SOL L,0
2598,3481,THOMASCOOK-EQ,THOMAS COOK (INDIA) LTD,0
2599,31021,THOMASCOTT-BE,THOMAS SCOTT (INDIA) LTD,0
2600,17032,THYROCARE-EQ,THYROCARE TECH LTD,0
2601,19196,TI-EQ,TILAKNAGAR INDUSTRIES LTD,0
2602,14223,TIIL-EQ,TECHNOCRAFT IND LTD,0
2603,312,TIINDIA-EQ,TUBE INVEST OF INDIA LTD,0
2604,25486,TIJARIA-BE,TIJARIA POLYPIPES LTD,0
2605,3484,TIL-EQ,TIL LTD,0
2606,7800,TIMESCAN-SM,TIMESCAN LOGISTICS IND L,0
2607,11217,TIMESGTY-BE,TIMES GUARANTY LIMITED,0
2608,14707,TIMETECHNO-EQ,TIME TECHNOPLAST LTD.,0
2609,14198,TIMKEN-EQ,TIMKEN INDIA LTD.,0
2610,11378,TIPSFILMS-BE,TIPS FILMS LIMITED,0
2611,9117,TIPSMUSIC-EQ,TIPS MUSIC LIMITED,0
2612,3496,TIRUMALCHM-EQ,THIRUMALAI CHEMICALS LTD,0
2613,21868,TIRUPATI-SM,SHREE TIRUPATI BALAJEE,0
2614,22284,TIRUPATIFL-BE,TIRUPATI FORGE LIMITED,0
2615,15414,TITAGARH-EQ,TITAGARH RAIL SYSTEMS LTD,0
2616,3506,TITAN-EQ,TITAN COMPANY LIMITED,0
2617,10945,TMB-EQ,TAMILNAD MERCA BANK LTD,0
2618,8882,TNIDETF-EQ,TATAAML - TNIDETF,0
2619,3509,TNPETRO-EQ,TAMILNADU PETROPRODUCTS L,0
2620,3980,TNPL-EQ,TAMILNADU NEWSPRT & PAPER,0
2621,9884,TNTELE-BE,TAMILNADU TELECOMMUNICATI,0
2622,3837,TOKYOPLAST-EQ,TOKYO PLAST INTL LTD,0
2623,25262,TOLINS-EQ,TOLINS TYRES LIMITED,0
2624,24081,TOP100CASE-EQ,ZERODHAAMC - TOP100CASE,0
2625,25171,TOP10ADD-EQ,DSPAMC - TOP10ADD,0
2626,3518,TORNTPHARM-EQ,TORRENT PHARMACEUTICALS L,0
2627,13786,TORNTPOWER-EQ,TORRENT POWER LTD,0
2628,22423,TOTAL-EQ,TOTAL TRANSPORT SYS LTD,0
2629,16908,TOUCHWOOD-EQ,TOUCHWOOD ENTERTAIN LTD.,0
2630,17000,TPHQ-BE,TEAMO PRODUCTIONS HQ LTD,0
2631,9219,TPLPLASTEH-EQ,TPL PLASTECH LIMITED,0
2632,11582,TRACXN-EQ,TRACXN TECHNOLOGIES LTD,0
2633,28714,TRANSRAILL-EQ,TRANSRAIL LIGHTING LTD,0
2634,19807,TRANSTEEL-ST,TRANSTEEL SEATING TECH L,0
2635,21260,TRANSWIND-SM,TRANSWIND INFRA LIMITED,0
2636,3129,TRANSWORLD-EQ,TRANSWORLD SHIP LINES LTD,0
2637,25086,TREEHOUSE-BE,TREE HOUSE EDU LTD,0
2638,7518,TREJHARA-EQ,TREJHARA SOLUTIONS LTD,0
2639,17795,TREL-EQ,TRANSINDIA REAL ESTATE L,0
2640,1964,TRENT-EQ,TRENT LTD,0
2641,17987,TRF-EQ,TRF LIMITED,0
2642,9685,TRIDENT-EQ,TRIDENT LIMITED,0
2643,17210,TRIDHYA-SM,TRIDHYA TECH LIMITED,0
2644,5428,TRIGYN-EQ,TRIGYN TECHNOLOGIES LTD,0
2645,25584,TRITURBINE-EQ,TRIVENI TURBINE LIMITED,0
2646,13081,TRIVENI-EQ,TRIVENI ENGG. & INDS. LTD,0
2647,24642,TROM-SM,TROM INDUSTRIES LIMITED,0
2648,9387,TRU-BE,TRUCAP FINANCE LIMITED,0
2649,23417,TRUST-SM,TRUST FINTECH LIMITED,0
2650,11369,TTKHLTCARE-EQ,TTK HEALTHCARE LIMITED,0
2651,3546,TTKPRESTIG-EQ,TTK PRESTIGE LTD,0
2652,14318,TTL-BE,T T LIMITED,0
2653,8954,TTML-EQ,TATA TELESERV(MAHARASTRA),0
2654,24520,TUNWAL-SM,TUNWAL E-MOTORS LIMITED,0
2655,11265,TVSELECT-EQ,TVS ELECTRONICS LTD,0
2656,29008,TVSHLTD-EQ,TVS HOLDINGS LIMITED,0
2657,8479,TVSMOTOR-EQ,TVS MOTOR COMPANY  LTD,0
2658,18151,TVSSCS-EQ,TVS SUPPLY CHAIN SOL L,0
2659,14245,TVSSRICHAK-EQ,TVS SRICHAKRA LIMITED,0
2660,11275,TVTODAY-EQ,TV TODAY NETWORK LTD,0
2661,18508,TVVISION-BE,TV VISION LIMITED,0
2662,16713,UBL-EQ,UNITED BREWERIES LTD,0
2663,7739,UCAL-BE,UCAL LIMITED,0
2664,4212,UCL-SM,USHANTI COLOUR CHEM LTD,0
2665,11223,UCOBANK-EQ,UCO BANK,0
2666,7276,UDAICEMENT-EQ,UDAIPUR CEMENT WORKS LTD,0
2667,19113,UDS-EQ,UPDATER SERVICES LIMITED,0
2668,1053,UFLEX-EQ,UFLEX LIMITED,0
2669,9039,UFO-EQ,UFO MOVIEZ INDIA LTD.,0
2670,19578,UGARSUGAR-EQ,THE UGAR SUGAR WORKS LTD,0
2671,5313,UGROCAP-EQ,UGRO CAPITAL LIMITED,0
2672,25938,UHTL-ST,UNITED HEAT TRANSFER LTD,0
2673,15228,UJJIVANSFB-EQ,UJJIVAN SMALL FINANC BANK,0
2674,11532,ULTRACEMCO-EQ,ULTRATECH CEMENT LIMITED,0
2675,13349,UMA-SM,UMA CONVERTER LIMITED,0
2676,8842,UMAEXPORTS-EQ,UMA EXPORTS LIMITED,0
2677,11392,UMANGDAIRY-BE,UMANG DAIRIES LIMITED,0
2678,19142,UMESLTD-EQ,USHA MARTIN EDU & SOL LTD,0
2679,3579,UNICHEMLAB-EQ,UNICHEM LABORATORIES LTD,0
2680,201,UNIDT-EQ,UNITED DRILLING TOOLS LTD,0
2681,24809,UNIECOM-EQ,UNICOMMERCE ESOLUTIONS L,0
2682,11293,UNIENTER-EQ,UNIPHOS ENTERPRISES LTD,0
2683,18582,UNIHEALTH-SM,UNIHEALTH HOSPITALS LTD,0
2684,7791,UNIINFO-EQ,UNIINFO TELECOM SERVI LTD,0
2685,25633,UNILEX-SM,UNILEX COLOURS AND CHEM L,0
2686,28960,UNIMECH-EQ,UNIMECH AEROSPACE N MFG L,0
2687,10753,UNIONBANK-EQ,UNION BANK OF INDIA,0
2688,13057,UNIPARTS-EQ,UNIPARTS INDIA LIMITED,0
2689,10447,UNITDSPR-EQ,UNITED SPIRITS LIMITED,0
2690,8893,UNITECH-BZ,UNITECH LIMITED,0
2691,7564,UNITEDPOLY-BE,UNITED POLYFAB GUJ. LTD.,0
2692,17999,UNITEDTEA-EQ,UNITED NILGIRI TEA LTD,0
2693,18979,UNIVASTU-BE,UNIVASTU INDIA LIMITED,0
2694,3607,UNIVCABLES-EQ,UNIVERSAL CABLES LTD,0
2695,17661,UNIVPHOTO-BE,UNIVERSUS IMAGINGS LTD,0
2696,14154,UNOMINDA-EQ,UNO MINDA LIMITED,0
2697,11287,UPL-EQ,UPL LIMITED,0
2698,28844,UPLPP-E1,UPL RE.0.50 PPD UP,0
2699,17071,URAVIDEF-EQ,URAVI DEFENCE &TECH LTD,0
2700,16917,URBAN-ST,URBAN ENVIRO WASTE MGMT L,0
2701,20207,URJA-BE,URJA GLOBAL LIMITED,0
2702,10610,USASEEDS-SM,UPSURGE SEEDS OF AGRI LTD,0
2703,25952,USHAFIN-SM,USHA FINANCIAL SERVICES L,0
2704,8840,USHAMART-EQ,USHA MARTIN LTD.,0
2705,14871,USK-EQ,UDAYSHIVAKUMAR INFRA LTD,0
2706,527,UTIAMC-EQ,UTI ASSET MNGMT CO LTD,0
2707,22440,UTIBANKETF-EQ,UTIAMC - UTIBANKETF,0
2708,21478,UTINEXT50-EQ,UTIAMC - UTINEXT50,0
2709,10511,UTINIFTETF-EQ,UTIAMC - UTINIFTETF,0
2710,10515,UTISENSETF-EQ,UTIAMC - UTISENSETF,0
2711,9168,UTISXN50-EQ,UTIAMC - UTISXN50,0
2712,17358,UTKARSHBNK-EQ,UTKARSH SMALL FIN BANK L,0
2713,24729,UTSSAV-ST,UTSSAV CZ GOLD JEWELS LTD,0
2714,13376,UTTAMSUGAR-EQ,UTTAM SUGAR MILLS LTD.,0
2715,5959,UWCSL-ST,ULTRA WIRING CONN SYS LTD,0
2716,25626,UYFINCORP-EQ,U. Y. FINCORP LIMITED,0
2717,14770,V2RETAIL-BE,V2 RETAIL LIMITED,0
2718,24196,VADILALIND-EQ,VADILAL INDUSTRIES LTD,0
2719,11364,VAIBHAVGBL-EQ,VAIBHAV GLOBAL LIMITED,0
2720,16621,VAISHALI-BE,VAISHALI PHARMA LIMITED,0
2721,13342,VAKRANGEE-EQ,VAKRANGEE LIMITED,0
2722,25851,VAL30IETF-EQ,ICICIPRAMC - VAL30IETF,0
2723,19218,VALIANTLAB-EQ,VALIANT LABORATORIES LTD,0
2724,330,VALIANTORG-EQ,VALIANT ORGANICS LIMITED,0
2725,11220,VARDHACRLC-EQ,VARDHAMAN ACRYLICS LTD,0
2726,6893,VARDMNPOLY-BE,VARDHMAN POLYTEX LTD.,0
2727,3857,VARROC-EQ,VARROC ENGINEERING LTD.,0
2728,1276,VASA-ST,VASA RETAIL & OVERSEA LTD,0
2729,18110,VASCONEQ-EQ,VASCON ENGINEERS LTD,0
2730,25340,VASWANI-EQ,VASWANI IND LTD,0
2731,18921,VBL-EQ,VARUN BEVERAGES LIMITED,0
2732,9027,VCL-BE,VAXTEX COTFAB LIMITED,0
2733,25054,VDEAL-SM,VDEAL SYSTEM LIMITED,0
2734,3063,VEDL-EQ,VEDANTA LIMITED,0
2735,14019,VEEDOL-EQ,VEEDOL CORPORATION LTD,0
2736,10713,VEEKAYEM-ST,VEEKAYEM FASH & APP LTD,0
2737,14590,VELS-SM,VELS FILM INTERNATIONAL L,0
2738,3757,VENKEYS-EQ,VENKY S (INDIA) LIMITED,0
2739,28847,VENTIVE-EQ,VENTIVE HOSPITALITY LTD,0
2740,9592,VENUSPIPES-EQ,VENUS PIPES & TUBES LTD,0
2741,13859,VENUSREM-EQ,VENUS REMEDIES LIMITED,0
2742,2667,VERA-ST,VERA SYNTHETIC LIMITED,0
2743,8890,VERANDA-EQ,VERANDA LEARNING SOL LTD,0
2744,23775,VERITAAS-SM,VERITAAS ADVERTISING LTD,0
2745,14491,VERTEXPLUS-SM,VERTEXPLUS TECHNOLOGIES L,0
2746,18863,VERTOZ-EQ,VERTOZ LIMITED,0
2747,3676,VESUVIUS-EQ,VESUVIUS INDIA LTD,0
2748,8652,VETO-EQ,VETO SWITCHGEAR CABLE LTD,0
2749,15362,VGUARD-EQ,V-GUARD IND LTD.,0
2750,11892,VHL-EQ,VARDHMAN HOLDINGS LIMITED,0
2751,23386,VHLTD-BE,VICEROY HOTELS LIMITED,0
2752,14316,VIAZ-SM,VIAZ TYRES LIMITED,0
2753,13536,VIDHIING-EQ,VIDHI SPCLTY F INGRDNTS L,0
2754,25231,VIESL-SM,VISION INFRA EQUIP SOL L,0
2755,5585,VIJAYA-EQ,VIJAYA DIAGNOSTIC CEN LTD,0
2756,17695,VIJIFIN-BE,VIJI FINANCE LIMITED,0
2757,25756,VIKASECO-EQ,VIKAS ECOTECH LIMITED,0
2758,9931,VIKASLIFE-EQ,VIKAS LIFECARE LIMITED,0
2759,23912,VILAS-ST,VILAS TRANSCORE LIMITED,0
2760,16954,VILINBIO-SM,VILIN BIO MED LIMITED,0
2761,13101,VIMTALABS-EQ,VIMTA LABS LIMITED,0
2762,17364,VINATIORGA-EQ,VINATI ORGANICS LTD,0
2763,25835,VINCOFE-EQ,VINTAGE COFFEE N BVRGS L,0
2764,3694,VINDHYATEL-EQ,VINDHYA TELELINKS LTD,0
2765,3807,VINEETLAB-EQ,VINEET LABORATORIES LTD,0
2766,12506,VINNY-BE,VINNY OVERSEAS LIMITED,0
2767,17898,VINSYS-SM,VINSYS IT SERVICES IND LT,0
2768,19213,VINYAS-ST,VINYAS INNOVATIVE TECH L,0
2769,16821,VINYLINDIA-EQ,VINYL CHEMICALS (I) LTD.,0
2770,14843,VIPCLOTHNG-EQ,VIP CLOTHING LIMITED,0
2771,3703,VIPIND-EQ,VIP INDUSTRIES LTD,0
2772,8437,VIPULLTD-BE,VIPUL LIMITED,0
2773,15295,VIRINCHI-EQ,VIRINCHI LIMITED,0
2774,4221,VISAKAIND-EQ,VISAKA INDUSTRIES LIMITED,0
2775,24274,VISAMAN-SM,VISAMAN GLOBAL SALES LTD,0
2776,6908,VISHNU-EQ,VISHNU CHEMICALS LIMITED,0
2777,19300,VISHNUINFR-SM,VISHNUSURYA PROJ N INFR L,0
2778,13702,VISHWARAJ-EQ,VISHWARAJ SUGAR IND LTD,0
2779,23370,VISHWAS-SM,VISHWAS AGRI SEEDS LTD,0
2780,11920,VITAL-SM,VITAL CHEMTECH LIMITED,0
2781,10970,VIVIANA-ST,VIVIANA POWER TECH LTD,0
2782,29877,VIVIDHA-EQ,VISAGAR POLYTEX LTD,0
2783,7610,VIVO-SM,VIVO COLLAB SOLUTIONS LTD,0
2784,18012,VLEGOV-EQ,VL E GOV AND IT SOL LTD,0
2785,24609,VLINFRA-ST,V.L.INFRAPROJECTS LIMITED,0
2786,3715,VLSFINANCE-EQ,VLS FINANCE LTD,0
2787,3193,VMARCIND-ST,V MARC INDIA LIMITED,0
2788,29284,VMART-EQ,VMART RETAIL LTD,0
2789,27969,VMM-EQ,VISHAL MEGA MART LIMITED,0
2790,13577,VOLTAMP-EQ,VOLTAMP TRANSFORMERS LTD,0
2791,3718,VOLTAS-EQ,VOLTAS LTD,0
2792,18341,VPRPL-EQ,VISHNU PRAKASH R PUNGLI L,0
2793,23023,VR-ST,V R INFRASPACE LIMITED,0
